committee_id,committee_name,report_year,report_type,image_number,line_number,file_number,payee_name,payee_first_name,payee_middle_name,payee_last_name,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip,expenditure_description,expenditure_date,dissemination_date,expenditure_amount,office_total_ytd,category_code,category_code_full,support_oppose_indicator,memo_code,memo_code_full,candidate_id,candidate_name,candidate_prefix,candidate_first_name,candidate_middle_name,candidate_last_name,candidate_suffix,candidate_office,cand_office_state,cand_office_district,conduit_committee_id,conduit_committee_name,conduit_committee_street1,conduit_committee_street2,conduit_committee_city,conduit_committee_state,conduit_committee_zip,election_type,election_type_full,independent_sign_name,independent_sign_date,notary_sign_name,notary_sign_date,notary_commission_expiration_date,back_reference_transaction_id,back_reference_schedule_name,filer_first_name,filer_middle_name,filer_last_name,transaction_id,original_sub_id,action_code,action_code_full,schedule_type_full,filing_form,link_id,sub_id,payee_prefix,payee_suffix,is_notice,memo_text,filer_prefix,filer_suffix,schedule_type,pdf_url
C00487470,CLUB FOR GROWTH ACTION,2016,24,201608239023730649,24,1096630,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET ADS (FROM ADVANCE LINE 21),2016-08-22 00:00:00,2016-08-22 00:00:00,334.30,22072.72,,,S,,,S0FL00338,"RUBIO, MARCO",,MARCO,,RUBIO,,S,FL,00,C00487470,,,,,,,P2016,,"ROZANSKY, ADAM",2016-08-23 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9556,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4082320161313238710,4082320161313246064,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201608239023730649
C00487470,CLUB FOR GROWTH ACTION,2016,24,201608239023730650,24,1096630,FACEBOOK,,,,1 HACKER DR.,,MENLO PARK,CA,94025,INTERNET ADS,2016-08-19 00:00:00,2016-08-19 00:00:00,214.95,21537.95,,,S,,,S0FL00338,"RUBIO, MARCO",,MARCO,,RUBIO,,S,FL,00,C00487470,,,,,,,P2016,,"ROZANSKY, ADAM",2016-08-23 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9553,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4082320161313238710,4082320161313246070,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201608239023730650
C00487470,CLUB FOR GROWTH ACTION,2016,24,201608239023730650,24,1096630,FACEBOOK,,,,1 HACKER DR.,,MENLO PARK,CA,94025,INTERNET ADS,2016-08-20 00:00:00,2016-08-20 00:00:00,135.97,21673.92,,,S,,,S0FL00338,"RUBIO, MARCO",,MARCO,,RUBIO,,S,FL,00,C00487470,,,,,,,P2016,,"ROZANSKY, ADAM",2016-08-23 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9554,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4082320161313238710,4082320161313246073,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201608239023730650
C00487470,CLUB FOR GROWTH ACTION,2015,48,201509249002777267,24,1026093,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET COMMUNICATION (FROM ADVANCE LINE 21),2015-09-23 00:00:00,2015-09-23 00:00:00,23.16,715421.01,,,O,,,S8WI00026,"FEINGOLD, RUSSELL DANA",,RUSSELL DANA,,FEINGOLD,,S,WI,00,C00487470,,,,,,,P2016,,"ROZANSKY, ADAM",2015-09-24 00:00:00,,,,,,ADAM,,ROZANSKY,SE.4878,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4092420151254213865,4092420151254214264,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201509249002777267
C00487470,CLUB FOR GROWTH ACTION,2015,48,201509249002777267,24,1026093,"RED SEA, LLC",,,,"4550 MONTGOMERY AVE., NORTH TOWER",STE. 906,BETHESDA,MD,20814,"TV AD AIR BUY, PRODUCTION COSTS",2015-09-18 00:00:00,2015-09-22 00:00:00,628747.05,628747.05,,,O,,,S8WI00026,"FEINGOLD, RUSSELL DANA",,RUSSELL DANA,,FEINGOLD,,S,WI,00,C00487470,,,,,,,P2016,,"ROZANSKY, ADAM",2015-09-24 00:00:00,,,,,,ADAM,,ROZANSKY,SE.4868,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4092420151254213865,4092420151254214265,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201509249002777267
C00487470,CLUB FOR GROWTH ACTION,2016,24,201601299004766081,24,1044806,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2016-01-15 00:00:00,2016-01-15 00:00:00,20.26,1870.93,,,S,,,S0FL00338,"RUBIO, MARCO",,MARCO,,RUBIO,,P,IA,00,C00487470,,,,,,,P2016,,"ROZANSKY, ADAM",2016-01-29 00:00:00,,,,,,ADAM,,ROZANSKY,SE.5362,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4012920161261114658,4012920161261122062,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201601299004766081
C00487470,CLUB FOR GROWTH ACTION,2016,24,201602149008458555,24,1049326,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2016-02-13 00:00:00,2016-02-13 00:00:00,22.93,1383862.13,,,S,,,S0FL00338,"RUBIO, MARCO",,MARCO,,RUBIO,,P,SC,00,C00487470,,,,,,,P2016,,"ROZANSKY, ADAM",2016-02-14 00:00:00,,,,,,ADAM,,ROZANSKY,SE.5907,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4021420161262957841,4021420161262957953,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201602149008458555
C00487470,CLUB FOR GROWTH ACTION,2016,48,201604299015366273,24,1070494,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,PRESS RELEASE (FROM ADVANCE LINE 21),2016-04-27 00:00:00,2016-04-27 00:00:00,142.02,520784.99,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-04-29 00:00:00,,,,,,ADAM,,ROZANSKY,SE.7336,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4042920161284502364,4042920161284509872,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201604299015366273
C00487470,CLUB FOR GROWTH ACTION,2016,48,201604299015366275,24,1070494,JAMESTOWN ASSOCIATES,,,,5 MAPLETON ROAD,STE. 300,PRINCETON,NJ,08540,"TV AD AIR BUY, PRODUCTION COSTS",2016-04-26 00:00:00,2016-04-27 00:00:00,520600.00,520600.00,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-04-29 00:00:00,,,,,,ADAM,,ROZANSKY,SE.7338,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4042920161284502364,4042920161284509878,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201604299015366275
C00487470,CLUB FOR GROWTH ACTION,2016,48,201607159020601437,24,1086792,USPS,,,,"1800 M ST., NW",,WASHINGTON,DC,20036,POSTAGE,2016-06-23 00:00:00,2016-06-23 00:00:00,193.50,193.50,,,S,,,S0FL00338,"RUBIO, MARCO",,MARCO,,RUBIO,,S,FL,00,C00487470,,,,,,,P2016,,"ROZANSKY, ADAM",2016-07-15 00:00:00,,,,,,ADAM,,ROZANSKY,SE.8011,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4071520161306645897,4071520161306654892,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201607159020601437
C00487470,CLUB FOR GROWTH ACTION,2016,24,201608189022528319,24,1095199,BIG EYE DIRECT,,,,PO BOX 710865,,OAK HILL,VA,20171,"MAIL PRODUCTION COSTS, POSTAGE",2016-08-17 00:00:00,2016-08-17 00:00:00,139.77,20581.81,,,S,,,S0FL00338,"RUBIO, MARCO",,MARCO,,RUBIO,,S,FL,00,C00487470,,,,,,,P2016,,"ROZANSKY, ADAM",2016-08-18 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9265,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4081820161312907306,4081820161312912736,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201608189022528319
C00487470,CLUB FOR GROWTH ACTION,2016,24,201608189022528320,24,1095199,FACEBOOK,,,,1 HACKER DR.,,MENLO PARK,CA,94025,INTERNET ADS,2016-08-16 00:00:00,2016-08-16 00:00:00,280.00,20442.04,,,S,,,S0FL00338,"RUBIO, MARCO",,MARCO,,RUBIO,,S,FL,00,C00487470,,,,,,,P2016,,"ROZANSKY, ADAM",2016-08-18 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9269,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4081820161312907306,4081820161312912742,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201608189022528320
C00487470,CLUB FOR GROWTH ACTION,2016,24,201608199022539093,24,1095397,BIG EYE DIRECT,,,,PO BOX 710865,,OAK HILL,VA,20171,"MAIL PRODUCTION COSTS, POSTAGE",2016-08-17 00:00:00,2016-08-17 00:00:00,139.77,20581.81,,,S,,,S0FL00338,"RUBIO, MARCO",,MARCO,,RUBIO,,S,FL,00,C00487470,,,,,,,P2016,,"ROZANSKY, ADAM",2016-08-19 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9265,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4081920161313049991,4081920161313056936,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201608199022539093
C00487470,CLUB FOR GROWTH ACTION,2016,24,201608199022539093,24,1095397,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,MAIL PRODUCTION COSTS (FROM ADVANCE LINE 21),2016-08-17 00:00:00,2016-08-17 00:00:00,160.96,20742.77,,,S,,,S0FL00338,"RUBIO, MARCO",,MARCO,,RUBIO,,S,FL,00,C00487470,,,,,,,P2016,,"ROZANSKY, ADAM",2016-08-19 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9267,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4081920161313049991,4081920161313056938,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201608199022539093
C00487470,CLUB FOR GROWTH ACTION,2016,24,201608199022539095,24,1095397,LOUDON PRINTING AND GRAPHICS,,,,20559 MIDDLEBURY ST.,,ASHBURN,VA,20147,MAIL PRODUCTION COSTS,2016-08-15 00:00:00,2016-08-17 00:00:00,396.25,19807.53,,,S,,,S0FL00338,"RUBIO, MARCO",,MARCO,,RUBIO,,S,FL,00,C00487470,,,,,,,P2016,,"ROZANSKY, ADAM",2016-08-19 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9266,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4081920161313049991,4081920161313056944,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201608199022539095
C00487470,CLUB FOR GROWTH ACTION,2016,24,201608159022245910,24,1093961,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET AD COSTS (FROM ADVANCE LINE 21),2016-08-07 00:00:00,2016-08-07 00:00:00,300.34,17167.06,,,S,,,S0FL00338,"RUBIO, MARCO",,MARCO,,RUBIO,,S,FL,00,C00487470,,,,,,,P2016,,"ROZANSKY, ADAM",2016-08-15 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9224,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4081520161312236781,4081520161312240513,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201608159022245910
C00487470,CLUB FOR GROWTH ACTION,2016,24,201608159022245911,24,1093961,FACEBOOK,,,,1 HACKER DR.,,MENLO PARK,CA,94025,INTERNET ADS,2016-08-03 00:00:00,2016-08-03 00:00:00,80.55,16454.93,,,S,,,S0FL00338,"RUBIO, MARCO",,MARCO,,RUBIO,,S,FL,00,C00487470,,,,,,,P2016,,"ROZANSKY, ADAM",2016-08-15 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9227,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4081520161312236781,4081520161312240517,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201608159022245911
C00487470,CLUB FOR GROWTH ACTION,2016,24,201608159022245913,24,1093961,FACEBOOK,,,,1 HACKER DR.,,MENLO PARK,CA,94025,INTERNET ADS,2016-08-08 00:00:00,2016-08-08 00:00:00,415.74,17582.80,,,S,,,S0FL00338,"RUBIO, MARCO",,MARCO,,RUBIO,,S,FL,00,C00487470,,,,,,,P2016,,"ROZANSKY, ADAM",2016-08-15 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9230,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4081520161312236781,4081520161312240523,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201608159022245913
C00487470,CLUB FOR GROWTH ACTION,2016,24,201608159022245914,24,1093961,FACEBOOK,,,,1 HACKER DR.,,MENLO PARK,CA,94025,INTERNET ADS,2016-08-11 00:00:00,2016-08-11 00:00:00,154.67,18235.46,,,S,,,S0FL00338,"RUBIO, MARCO",,MARCO,,RUBIO,,S,FL,00,C00487470,,,,,,,P2016,,"ROZANSKY, ADAM",2016-08-15 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9233,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4081520161312236781,4081520161312240529,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201608159022245914
C00487470,CLUB FOR GROWTH ACTION,2016,24,201608239023730651,24,1096630,FACEBOOK,,,,1 HACKER DR.,,MENLO PARK,CA,94025,INTERNET ADS,2016-08-21 00:00:00,2016-08-21 00:00:00,64.50,21738.42,,,S,,,S0FL00338,"RUBIO, MARCO",,MARCO,,RUBIO,,S,FL,00,C00487470,,,,,,,P2016,,"ROZANSKY, ADAM",2016-08-23 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9555,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4082320161313238710,4082320161313246076,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201608239023730651
C00487470,CLUB FOR GROWTH ACTION,2016,24,201608239023730651,24,1096630,FACEBOOK,,,,1 HACKER DR.,,MENLO PARK,CA,94025,INTERNET ADS,2016-08-22 00:00:00,2016-08-22 00:00:00,19.14,22091.86,,,S,,,S0FL00338,"RUBIO, MARCO",,MARCO,,RUBIO,,S,FL,00,C00487470,,,,,,,P2016,,"ROZANSKY, ADAM",2016-08-23 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9557,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4082320161313238710,4082320161313246078,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201608239023730651
C00487470,CLUB FOR GROWTH ACTION,2016,24,201609239032102415,24,1101182,"BASK DIGITAL MEDIA, LLC",,,,1953 SAN ELIJO AVE.,STE. 2005,CARDIFF-BY-THE-SEA,CA,92007,"DIGITAL AD PLACEMENT, PRODUCTION COSTS",2016-09-21 00:00:00,2016-09-21 00:00:00,66666.67,588698.14,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-09-23 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9864,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4092320161323723484,4092320161323729620,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201609239032102415
C00487470,CLUB FOR GROWTH ACTION,2016,24,201609239032102415,24,1101182,"BASK DIGITAL MEDIA, LLC",,,,1953 SAN ELIJO AVE.,STE. 2005,CARDIFF-BY-THE-SEA,CA,92007,"DIGITAL AD PLACEMENT, PRODUCTION COSTS",2016-09-21 00:00:00,2016-09-21 00:00:00,33333.33,622031.47,,,S,,,S4PA00121,"TOOMEY, PATRICK JOSEPH",,PATRICK JOSEPH,,TOOMEY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-09-23 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9865,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4092320161323723484,4092320161323729622,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201609239032102415
C00487470,CLUB FOR GROWTH ACTION,2016,24,201609239032102416,24,1101182,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,EMAIL COSTS (FROM ADVANCE LINE 21),2016-09-15 00:00:00,2016-09-15 00:00:00,100.78,521992.39,,,S,,,S4PA00121,"TOOMEY, PATRICK JOSEPH",,PATRICK JOSEPH,,TOOMEY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-09-23 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9868,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4092320161323723484,4092320161323729624,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201609239032102416
C00487470,CLUB FOR GROWTH ACTION,2016,24,201609239032102416,24,1101182,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2016-09-18 00:00:00,2016-09-18 00:00:00,9.77,522002.16,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-09-23 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9869,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4092320161323723484,4092320161323729626,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201609239032102416
C00487470,CLUB FOR GROWTH ACTION,2016,24,201609239032102417,24,1101182,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2016-09-18 00:00:00,2016-09-18 00:00:00,9.77,522011.93,,,S,,,S4PA00121,"TOOMEY, PATRICK JOSEPH",,PATRICK JOSEPH,,TOOMEY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-09-23 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9870,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4092320161323723484,4092320161323729628,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201609239032102417
C00487470,CLUB FOR GROWTH ACTION,2016,24,201609239032102417,24,1101182,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2016-09-20 00:00:00,2016-09-20 00:00:00,9.77,522021.70,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-09-23 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9871,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4092320161323723484,4092320161323729630,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201609239032102417
C00487470,CLUB FOR GROWTH ACTION,2016,24,201609239032102418,24,1101182,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2016-09-20 00:00:00,2016-09-20 00:00:00,9.77,522031.47,,,S,,,S4PA00121,"TOOMEY, PATRICK JOSEPH",,PATRICK JOSEPH,,TOOMEY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-09-23 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9872,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4092320161323723484,4092320161323729632,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201609239032102418
C00487470,CLUB FOR GROWTH ACTION,2016,24,201609239032102418,24,1101182,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,DIGITAL AD PRODUCTION COSTS (FROM ADVANCE LINE 21),2016-09-21 00:00:00,2016-09-21 00:00:00,186.48,622217.95,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-09-23 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9866,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4092320161323723484,4092320161323729634,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201609239032102418
C00487470,CLUB FOR GROWTH ACTION,2016,24,201609239032102419,24,1101182,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,DIGITAL AD PRODUCTION COSTS (FROM ADVANCE LINE 21),2016-09-21 00:00:00,2016-09-21 00:00:00,93.24,622311.19,,,S,,,S4PA00121,"TOOMEY, PATRICK JOSEPH",,PATRICK JOSEPH,,TOOMEY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-09-23 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9867,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4092320161323723484,4092320161323729636,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201609239032102419
C00487470,CLUB FOR GROWTH ACTION,2016,24,201609239032102419,24,1101182,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,INTERNET COMMUNICATIONS (FROM ADVANCE LINE 21),2016-09-22 00:00:00,2016-09-22 00:00:00,19.54,622330.73,,,O,,,S6PA00266,"MCGINTY, KATHLEEN ALANA",,KATHLEEN ALANA,,MCGINTY,,S,PA,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-09-23 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9873,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4092320161323723484,4092320161323729638,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201609239032102419
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610149032486129,24,1106563,BIG EYE DIRECT,,,,PO BOX 710865,,OAK HILL,VA,20171,"MAIL PRODUCTION COSTS, POSTAGE",2016-10-06 00:00:00,2016-10-06 00:00:00,5268.21,296925.46,,,S,,,S0WI00197,"JOHNSON, RONALD HAROLD",,RONALD HAROLD,,JOHNSON,,S,WI,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-14 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9900,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101420161343694569,4101420161343706063,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610149032486129
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610149032486129,24,1106563,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,EMAIL COSTS (FROM ADVANCE LINE 21),2016-09-15 00:00:00,2016-09-15 00:00:00,100.78,100.78,,,S,,,S0WI00197,"JOHNSON, RONALD HAROLD",,RONALD HAROLD,,JOHNSON,,S,WI,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-14 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9896,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101420161343694569,4101420161343706065,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610149032486129
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610149032486130,24,1106563,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,PHONE BANK (FROM ADVANCE LINE 21),2016-09-30 00:00:00,2016-09-30 00:00:00,229.14,2699.25,,,S,,,S0WI00197,"JOHNSON, RONALD HAROLD",,RONALD HAROLD,,JOHNSON,,S,WI,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-14 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9899,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101420161343694569,4101420161343706067,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610149032486130
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610149032486130,24,1106563,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,MAIL COSTS (FROM ADVANCE LINE 21),2016-10-06 00:00:00,2016-10-06 00:00:00,165.96,297091.42,,,S,,,S0WI00197,"JOHNSON, RONALD HAROLD",,RONALD HAROLD,,JOHNSON,,S,WI,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-14 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9901,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101420161343694569,4101420161343706069,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610149032486130
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610149032486131,24,1106563,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,TV AD PRODUCTION COSTS (FROM ADVANCE LINE 21),2016-10-12 00:00:00,2016-10-12 00:00:00,928.36,794990.03,,,O,,,S8WI00026,"FEINGOLD, RUSSELL DANA",,RUSSELL DANA,,FEINGOLD,,S,WI,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-14 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9903,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101420161343694569,4101420161343706071,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610149032486131
C00487470,CLUB FOR GROWTH ACTION,2016,48,201610149032486131,24,1106563,CLUB FOR GROWTH,,,,"2001 L ST., NW",SUITE 600,WASHINGTON,DC,20036,DIGITAL AD PRODUCTION COSTS (FROM ADVANCE LINE 21),2016-10-12 00:00:00,2016-10-12 00:00:00,324.60,795314.63,,,O,,,S8WI00026,"FEINGOLD, RUSSELL DANA",,RUSSELL DANA,,FEINGOLD,,S,WI,00,C00487470,,,,,,,G2016,,"ROZANSKY, ADAM",2016-10-14 00:00:00,,,,,,ADAM,,ROZANSKY,SE.9906,,A,ADD,ITEMIZED INDEPENDENT EXPENDITURES,F24,4101420161343694569,4101420161343706073,,,t,,,,SE,http://docquery.fec.gov/cgi-bin/fecimg/?201610149032486131
